운행업체,노선번호,노선ID,기점,기점 정류장 번호,종점,종점 정류장 번호
화성-향남교통,39번,241485033,농협하나로마트,233001479,할인마트앞,233003000
화성-향남교통,39-1번,241485034,농협하나로마트,233001479,할인마트앞,233003000
화성-향남교통,39-2번,241485035,장짐교차로.축산농협,233001769,할인마트앞,233003000
화성-향남교통,37번,241485038,장짐삼거리(경유),277102010,그린피아호텔,233000608
화성-향남교통,13-3번,241485039,제암리독립기념관,233002966,향남주공18단지,233002471
화성-향남교통,13-2번,241485040,장짐교차로,233001558,동광뷰엘,233000021
화성-향남교통,13-1번,241485041,우림주공아파트,233002969,구문천1리진입로,233001536
화성-향남교통,13-1번,241485041,우림주공아파트,233002969,구문천1리진입로,233001536
화성-향남교통,13-4번,241485042,향남부영10.11단지,233002408,남양성지,233000841
화성-향남교통,36A번,241485045,장짐교차로.축산농협,233001769,구문천2리종점,233002797
화성-향남교통,36-2A번,241485046,장짐교차로.축산농협,233001769,하길4리종점,233002997
화성-향남교통,39A번,241485047,장짐교차로.축산농협,233001769,할인마트앞,233003000
화성-향남교통,12-1번,241485048,장짐교차로,233001558,남양성지,233000841
화성-향남교통,12-1번,241485048,장짐교차로,233001558,남양성지,233000841
화성-향남교통,13-4A번,241485049,향남부영10.11단지,233002408,남양성지,233000841
화성-향남교통,11-1번,241485050,정남농협,233000663,남양성지,233000841
화성-향남교통,H7번,241485055,장짐교차로,233001371,향남주공18단지,233002471
화성-향남교통,13-1A번,241485056,우림주공아파트,233002969,구문천3리,233001541
화성-향남교통,13-3A번,241485057,제암리독립기념관,233002966,향남주공18단지,233002471
화성-화성도시공사,H10-4번,241211001,향남시외버스터미널(경유),277103890,비봉면행정복지센터,233002964
화성-화성도시공사,H10-6번,241211002,향남시외버스터미널(경유),277103890,상기리입구,233000902
화성-화성도시공사,H10-7번,241211003,향남시외버스터미널(경유),277103890,해병대사령부종점,233527970
화성-화성도시공사,H10-8번,241211004,향남시외버스터미널(경유),277103890,해병대사령부종점,233527970
화성-화성도시공사,H13-5번,241211005,화성그린환경센터,233002984,향남주공18단지,233002471
화성-화성도시공사,H13-6번,241211006,향남시외터미널,233003052,향남주공18단지,233002471
화성-화성도시공사,H13-7번,241211007,향남시외터미널,233003052,부처내,233000031
화성-화성도시공사,H50-3번,241211008,신경대학교,233002708,살곶이,233002838
화성-화성도시공사,H50-4A번,241211009,신경대학교,233002708,기업은행,233000210
화성-화성도시공사,H50-4B번,241211010,신경대학교,233002708,대광아파트,233001043
화성-화성도시공사,H50-6번,241211011,신경대학교,233002708,금강아파트,233002921
화성-화성도시공사,H50-7번,241211013,신경대학교,233002708,사강복지회관,233000271
화성-화성도시공사,H50번,241211014,송교리종점,233003057,동미산입구,233003032
화성-화성도시공사,H51번,241211015,전곡항,233001912,백미리사랑방,233003042
화성-화성도시공사,H52번,241211016,전곡항,233001912,궁평유원지종점,233002601
화성-화성도시공사,H53번,241211017,전곡항,233001912,매향2리,233001004
화성-화성도시공사,H1번,241211018,동탄2차고지,233002292,신영통현대타운.두산위브,233000117
화성-화성도시공사,H2번,241211019,장지동농협,233000168,병점역후문,233000695
